label,bit,carton_pk,SDSSC2BV,program,version,v1,name,mapper,alt_program,alt_name
bhm_aqmes_med-faint_0.1.0,28,280,3,bhm_filler,0.1.0,1.0,bhm_aqmes_med-faint,bhm,filler,bhm_aqmes
mwm_tessrgb_core_0.1.0,29,281,3,mwm_tessrgb,0.1.0,1.0,mwm_tessrgb_core,mwm,tessrgb,mwm_tess_rgb
bhm_aqmes_wide3_0.1.0,30,286,3,bhm_aqmes,0.1.0,1.0,bhm_aqmes_wide3,bhm,aqmes,bhm_aqmes
bhm_aqmes_wide3-faint_0.1.0,31,287,3,bhm_filler,0.1.0,1.0,bhm_aqmes_wide3-faint,bhm,filler,bhm_aqmes
bhm_aqmes_wide2_0.1.0,32,288,3,bhm_aqmes,0.1.0,1.0,bhm_aqmes_wide2,bhm,aqmes,bhm_aqmes
bhm_aqmes_wide2-faint_0.1.0,33,289,3,bhm_filler,0.1.0,1.0,bhm_aqmes_wide2-faint,bhm,filler,bhm_aqmes
bhm_aqmes_bonus-dark_0.1.0,34,290,3,bhm_filler,0.1.0,1.0,bhm_aqmes_bonus-dark,bhm,filler,bhm_aqmes
bhm_aqmes_bonus-bright_0.1.0,35,291,3,bhm_filler,0.1.0,1.0,bhm_aqmes_bonus-bright,bhm,filler,bhm_aqmes
bhm_csc_boss-dark_0.1.0,36,307,3,bhm_csc,0.1.0,1.0,bhm_csc_boss-dark,bhm,csc,bhm_csc
bhm_csc_boss-bright_0.1.0,37,308,3,bhm_csc,0.1.0,1.0,bhm_csc_boss-bright,bhm,csc,bhm_csc
bhm_csc_apogee_0.1.0,38,309,3,bhm_csc,0.1.0,1.0,bhm_csc_apogee,bhm,csc,bhm_csc
bhm_gua_dark_0.1.0,39,310,3,bhm_filler,0.1.0,1.0,bhm_gua_dark,bhm,filler,bhm_filler
bhm_gua_bright_0.1.0,40,311,3,bhm_filler,0.1.0,1.0,bhm_gua_bright,bhm,filler,bhm_filler
ops_std_eboss_0.1.0,41,319,3,ops_std,0.1.0,1.0,ops_std_eboss,ops,std,ops_std
ops_sky_apogee_0.1.0,42,325,3,ops_sky,0.1.0,1.0,ops_sky_apogee,ops,sky,ops_sky
bhm_rm_core_0.1.0,43,340,3,bhm_rm,0.1.0,1.0,bhm_rm_core,bhm,rm,bhm_rm
bhm_rm_known-spec_0.1.0,44,341,3,bhm_rm,0.1.0,1.0,bhm_rm_known-spec,bhm,rm,bhm_rm
bhm_rm_var_0.1.0,45,342,3,bhm_rm,0.1.0,1.0,bhm_rm_var,bhm,rm,bhm_rm
bhm_rm_ancillary_0.1.0,46,343,3,bhm_rm,0.1.0,1.0,bhm_rm_ancillary,bhm,rm,bhm_rm
ops_std_boss-red_0.1.0,47,351,3,ops_std,0.1.0,1.0,ops_std_boss-red,ops,std,ops_std
bhm_spiders_agn-efeds_0.1.0,48,356,3,bhm_spiders,0.1.0,1.0,bhm_spiders_agn-efeds,bhm,spiders,bhm_spiders
bhm_spiders_clusters-efeds-sdss-redmapper_0.1.0,49,357,3,bhm_spiders,0.1.0,1.0,bhm_spiders_clusters-efeds-sdss-redmapper,bhm,spiders,bhm_spiders
bhm_spiders_clusters-efeds-hsc-redmapper_0.1.0,50,358,3,bhm_spiders,0.1.0,1.0,bhm_spiders_clusters-efeds-hsc-redmapper,bhm,spiders,bhm_spiders
bhm_spiders_clusters-efeds-ls-redmapper_0.1.0,51,359,3,bhm_spiders,0.1.0,1.0,bhm_spiders_clusters-efeds-ls-redmapper,bhm,spiders,bhm_spiders
bhm_spiders_clusters-efeds-erosita_0.1.0,52,360,3,bhm_spiders,0.1.0,1.0,bhm_spiders_clusters-efeds-erosita,bhm,spiders,bhm_spiders
mwm_cb_uvex1_0.1.0,53,361,3,mwm_cb,0.1.0,1.0,mwm_cb_uvex1,mwm,cb,mwm_cb_galex
mwm_cb_uvex2_0.1.0,54,362,3,mwm_cb,0.1.0,1.0,mwm_cb_uvex2,mwm,cb,mwm_cb_galex
mwm_dust_core_0.1.0,55,363,3,mwm_dust,0.1.0,1.0,mwm_dust_core,mwm,dust,mwm_dust_core
mwm_cb_uvex3_0.1.0,56,364,3,mwm_cb,0.1.0,1.0,mwm_cb_uvex3,mwm,cb,mwm_cb_xmmom
mwm_cb_uvex4_0.1.0,57,366,3,mwm_cb,0.1.0,1.0,mwm_cb_uvex4,mwm,cb,mwm_cb_swiftuvot
mwm_cb_uvex5_0.1.0,58,367,3,mwm_cb,0.1.0,1.0,mwm_cb_uvex5,mwm,cb,mwm_cb_galex
ops_sky_boss_0.1.0,59,368,3,ops_sky,0.1.0,1.0,ops_sky_boss,ops,sky,ops_sky
mwm_legacy_ir2opt_0.1.1,60,375,3,mwm_legacy,0.1.1,1.01,mwm_legacy_ir2opt,mwm,legacy,mwm_legacy_ir2opt
ops_apogee_stds_0.1.2,61,376,3,ops_std,0.1.2,1.02,ops_apogee_stds,ops,std,ops_std
ops_std_boss_tic_0.1.3,62,377,3,ops_std,0.1.3,1.03,ops_std_boss_tic,ops,std,ops_std
mwm_rv_long_bplates_0.1.4,63,378,3,mwm_rv,0.1.4,1.04,mwm_rv_long_bplates,mwm,bin,mwm_bin_rv_long
ops_std_eboss_0.5.0,64,529,3,ops_std,0.5.0,5.0,ops_std_eboss,ops,std,ops_std
ops_std_boss_0.5.0,65,530,3,ops_std,0.5.0,5.0,ops_std_boss,ops,std,ops_std
ops_std_boss_red_0.5.0,66,531,3,ops_std,0.5.0,5.0,ops_std_boss_red,ops,std,ops_std
ops_std_apogee_0.5.0,67,532,3,ops_std,0.5.0,5.0,ops_std_apogee,ops,std,ops_std
mwm_cb_gaiagalex_apogee_0.5.0,68,537,3,mwm_cb,0.5.0,5.0,mwm_cb_gaiagalex_apogee,mwm,cb,mwm_cb_galex
mwm_cb_gaiagalex_boss_0.5.0,69,538,3,mwm_cb,0.5.0,5.0,mwm_cb_gaiagalex_boss,mwm,cb,mwm_cb_galex
mwm_cb_cvcandidates_apogee_0.5.0,70,539,3,mwm_cb,0.5.0,5.0,mwm_cb_cvcandidates_apogee,mwm,cb,mwm_cb_cvcandidates
mwm_cb_cvcandidates_boss_0.5.0,71,540,3,mwm_cb,0.5.0,5.0,mwm_cb_cvcandidates_boss,mwm,cb,mwm_cb_cvcandidates
mwm_galactic_core_0.5.0,72,544,3,mwm_galactic,0.5.0,5.0,mwm_galactic_core,mwm,galactic,mwm_galactic_core
mwm_cb_uvex3_0.5.0,73,547,3,mwm_cb,0.5.0,5.0,mwm_cb_uvex3,mwm,cb,mwm_cb_xmmom
mwm_cb_uvex4_0.5.0,74,548,3,mwm_cb,0.5.0,5.0,mwm_cb_uvex4,mwm,cb,mwm_cb_swiftuvot
mwm_snc_100pc_boss_0.5.0,75,551,3,mwm_snc,0.5.0,5.0,mwm_snc_100pc_boss,mwm,snc,mwm_snc
mwm_snc_250pc_apogee_0.5.0,76,552,3,mwm_snc,0.5.0,5.0,mwm_snc_250pc_apogee,mwm,snc,mwm_snc
mwm_snc_250pc_boss_0.5.0,77,553,3,mwm_snc,0.5.0,5.0,mwm_snc_250pc_boss,mwm,snc,mwm_snc
mwm_halo_sm_boss_0.5.0,78,557,3,mwm_filler,0.5.0,5.0,mwm_halo_sm_boss,mwm,halo,mwm_halo_sm
mwm_yso_disk_apogee_0.5.0,79,558,3,mwm_yso,0.5.0,5.0,mwm_yso_disk_apogee,mwm,yso,mwm_yso_disk
mwm_yso_disk_boss_0.5.0,80,559,3,mwm_yso,0.5.0,5.0,mwm_yso_disk_boss,mwm,yso,mwm_yso_disk
mwm_yso_embedded_apogee_0.5.0,81,560,3,mwm_yso,0.5.0,5.0,mwm_yso_embedded_apogee,mwm,yso,mwm_yso_embedded
mwm_yso_nebula_apogee_0.5.0,82,561,3,mwm_yso,0.5.0,5.0,mwm_yso_nebula_apogee,mwm,yso,mwm_yso_nebula
mwm_yso_variable_apogee_0.5.0,83,562,3,mwm_yso,0.5.0,5.0,mwm_yso_variable_apogee,mwm,yso,mwm_yso_variable
mwm_yso_variable_boss_0.5.0,84,563,3,mwm_yso,0.5.0,5.0,mwm_yso_variable_boss,mwm,yso,mwm_yso_variable
mwm_yso_ob_apogee_0.5.0,85,564,3,mwm_yso,0.5.0,5.0,mwm_yso_ob_apogee,mwm,yso,mwm_yso_ob
mwm_yso_ob_boss_0.5.0,86,565,3,mwm_yso,0.5.0,5.0,mwm_yso_ob_boss,mwm,yso,mwm_yso_ob
mwm_yso_cmz_apogee_0.5.0,87,566,3,mwm_yso,0.5.0,5.0,mwm_yso_cmz_apogee,mwm,yso,mwm_yso_cmz
mwm_yso_cluster_apogee_0.5.0,88,567,3,mwm_yso,0.5.0,5.0,mwm_yso_cluster_apogee,mwm,yso,mwm_yso_cluster
mwm_yso_cluster_boss_0.5.0,89,568,3,mwm_yso,0.5.0,5.0,mwm_yso_cluster_boss,mwm,yso,mwm_yso_cluster
mwm_rv_short_fps_0.5.0,90,576,3,mwm_rv,0.5.0,5.0,mwm_rv_short_fps,mwm,bin,mwm_bin_rv_short
mwm_legacy_ir2opt_0.5.0,91,580,3,mwm_legacy,0.5.0,5.0,mwm_legacy_ir2opt,mwm,legacy,mwm_legacy_ir2opt
mwm_dust_core_0.5.0,92,583,3,mwm_dust,0.5.0,5.0,mwm_dust_core,mwm,dust,mwm_dust_core
mwm_wd_core_0.5.0,93,585,3,mwm_wd,0.5.0,5.0,mwm_wd_core,mwm,wd,mwm_wd
mwm_tess_planet_0.5.0,94,586,3,mwm_planet,0.5.0,5.0,mwm_tess_planet,mwm,planet,mwm_tess_2min
mwm_snc_100pc_apogee_0.5.0,95,587,3,mwm_snc,0.5.0,5.0,mwm_snc_100pc_apogee,mwm,snc,mwm_snc
mwm_tess_ob_0.5.0,96,629,3,mwm_tess_ob,0.5.0,5.0,mwm_tess_ob,mwm,tessob,mwm_tess_ob
mwm_cb_uvex1_0.5.0,97,632,3,mwm_cb,0.5.0,5.0,mwm_cb_uvex1,mwm,cb,mwm_cb_galex
mwm_cb_uvex2_0.5.0,98,633,3,mwm_cb,0.5.0,5.0,mwm_cb_uvex2,mwm,cb,mwm_cb_galex
mwm_tessrgb_core_0.5.0,99,637,3,mwm_tessrgb,0.5.0,5.0,mwm_tessrgb_core,mwm,tessrgb,mwm_tess_rgb
ops_std_boss_tic_0.5.0,100,675,3,ops_std,0.5.0,5.0,ops_std_boss_tic,ops,std,ops_std
mwm_rv_long_fps_0.5.0,101,681,3,mwm_rv,0.5.0,5.0,mwm_rv_long_fps,mwm,bin,mwm_bin_rv_long
mwm_halo_bb_boss_0.5.0,102,690,3,mwm_filler,0.5.0,5.0,mwm_halo_bb_boss,mwm,halo,mwm_halo_bb
mwm_cb_300pc_apogee_0.5.0,103,691,3,mwm_cb,0.5.0,5.0,mwm_cb_300pc_apogee,mwm,cb,mwm_cb_300pc
mwm_cb_300pc_boss_0.5.0,104,692,3,mwm_cb,0.5.0,5.0,mwm_cb_300pc_boss,mwm,cb,mwm_cb_300pc
bhm_spiders_agn_gaiadr2_0.5.0,105,693,3,bhm_spiders,0.5.0,5.0,bhm_spiders_agn_gaiadr2,bhm,spiders,bhm_spiders
bhm_spiders_agn_lsdr8_0.5.0,106,694,3,bhm_spiders,0.5.0,5.0,bhm_spiders_agn_lsdr8,bhm,spiders,bhm_spiders
bhm_spiders_agn_sep_0.5.0,107,695,3,bhm_spiders,0.5.0,5.0,bhm_spiders_agn_sep,bhm,spiders,bhm_spiders
bhm_spiders_agn_efeds_stragglers_0.5.0,108,696,3,bhm_spiders,0.5.0,5.0,bhm_spiders_agn_efeds_stragglers,bhm,spiders,bhm_spiders
bhm_spiders_agn_ps1dr2_0.5.0,109,704,3,bhm_spiders,0.5.0,5.0,bhm_spiders_agn_ps1dr2,bhm,spiders,bhm_spiders
bhm_spiders_agn_skymapperdr2_0.5.0,110,705,3,bhm_spiders,0.5.0,5.0,bhm_spiders_agn_skymapperdr2,bhm,spiders,bhm_spiders
bhm_spiders_agn_supercosmos_0.5.0,111,706,3,bhm_spiders,0.5.0,5.0,bhm_spiders_agn_supercosmos,bhm,spiders,bhm_spiders
bhm_spiders_clusters_lsdr8_0.5.0,112,707,3,bhm_spiders,0.5.0,5.0,bhm_spiders_clusters_lsdr8,bhm,spiders,bhm_spiders
bhm_spiders_clusters_ps1dr2_0.5.0,113,708,3,bhm_spiders,0.5.0,5.0,bhm_spiders_clusters_ps1dr2,bhm,spiders,bhm_spiders
bhm_spiders_clusters_efeds_stragglers_0.5.0,114,709,3,bhm_spiders,0.5.0,5.0,bhm_spiders_clusters_efeds_stragglers,bhm,spiders,bhm_spiders
bhm_gua_bright_0.5.0,115,710,3,bhm_filler,0.5.0,5.0,bhm_gua_bright,bhm,filler,bhm_filler
bhm_gua_dark_0.5.0,116,711,3,bhm_filler,0.5.0,5.0,bhm_gua_dark,bhm,filler,bhm_filler
mwm_cb_uvex5_0.5.0,117,715,3,mwm_cb,0.5.0,5.0,mwm_cb_uvex5,mwm,cb,mwm_cb_galex
bhm_rm_known_spec_0.5.0,118,723,3,bhm_rm,0.5.0,5.0,bhm_rm_known_spec,bhm,rm,bhm_rm
bhm_rm_core_0.5.0,119,724,3,bhm_rm,0.5.0,5.0,bhm_rm_core,bhm,rm,bhm_rm
bhm_rm_var_0.5.0,120,725,3,bhm_rm,0.5.0,5.0,bhm_rm_var,bhm,rm,bhm_rm
bhm_rm_ancillary_0.5.0,121,726,3,bhm_rm,0.5.0,5.0,bhm_rm_ancillary,bhm,rm,bhm_rm
ops_std_boss_lsdr8_0.5.0,122,727,3,ops_std,0.5.0,5.0,ops_std_boss_lsdr8,ops,std,ops_std
ops_std_boss_ps1dr2_0.5.0,123,728,3,ops_std,0.5.0,5.0,ops_std_boss_ps1dr2,ops,std,ops_std
ops_std_boss_gdr2_0.5.0,124,729,3,ops_std,0.5.0,5.0,ops_std_boss_gdr2,ops,std,ops_std
bhm_aqmes_med_0.5.0,125,731,3,bhm_aqmes,0.5.0,5.0,bhm_aqmes_med,bhm,aqmes,bhm_aqmes
bhm_aqmes_med_faint_0.5.0,126,732,3,bhm_filler,0.5.0,5.0,bhm_aqmes_med_faint,bhm,filler,bhm_aqmes
bhm_csc_boss_dark_0.5.0,127,733,3,bhm_csc,0.5.0,5.0,bhm_csc_boss_dark,bhm,csc,bhm_csc
bhm_csc_boss_bright_0.5.0,128,734,3,bhm_csc,0.5.0,5.0,bhm_csc_boss_bright,bhm,csc,bhm_csc
bhm_csc_apogee_0.5.0,129,735,3,bhm_csc,0.5.0,5.0,bhm_csc_apogee,bhm,csc,bhm_csc
mwm_yso_pms_apogee_0.5.1,130,750,3,mwm_yso,0.5.1,5.01,mwm_yso_pms_apogee,mwm,yso,mwm_yso_pms
mwm_yso_pms_boss_0.5.1,131,751,3,mwm_yso,0.5.1,5.01,mwm_yso_pms_boss,mwm,yso,mwm_yso_pms
mwm_ob_core_0.5.1,132,752,3,mwm_ob,0.5.1,5.01,mwm_ob_core,mwm,ob,mwm_ob_core
mwm_ob_cepheids_0.5.1,133,753,3,mwm_ob,0.5.1,5.01,mwm_ob_cepheids,mwm,ob,mwm_ob_cepheids
mwm_halo_bb_boss_0.5.1,134,754,3,mwm_filler,0.5.1,5.01,mwm_halo_bb_boss,mwm,halo,mwm_halo_bb
mwm_halo_sm_boss_0.5.1,135,755,3,mwm_filler,0.5.1,5.01,mwm_halo_sm_boss,mwm,halo,mwm_halo_sm
mwm_erosita_stars_0.5.2,136,770,3,mwm_erosita,0.5.2,5.02,mwm_erosita_stars,mwm,erosita,mwm_erosita_stars
mwm_erosita_compact_gen_0.5.2,137,771,3,mwm_erosita,0.5.2,5.02,mwm_erosita_compact_gen,mwm,erosita,mwm_erosita_compact
mwm_erosita_compact_var_0.5.2,138,772,3,mwm_erosita,0.5.2,5.02,mwm_erosita_compact_var,mwm,erosita,mwm_erosita_compact
openfibertargets_nov2020_25_0.5.2-test,139,892,3,open_fiber,0.5.2-test,5.02,openfibertargets_nov2020_25,open,open_fiber,mwm_halo_local
openfibertargets_nov2020_28a_0.5.2-test,140,895,3,open_fiber,0.5.2-test,5.02,openfibertargets_nov2020_28a,open,open_fiber,manual_mwm_halo_distant_kgiant
openfibertargets_nov2020_28b_0.5.2-test,141,896,3,open_fiber,0.5.2-test,5.02,openfibertargets_nov2020_28b,open,open_fiber,manual_mwm_halo_distant_bhb
openfibertargets_nov2020_28c_0.5.2-test,142,897,3,open_fiber,0.5.2-test,5.02,openfibertargets_nov2020_28c,open,open_fiber,mwm_halo_distant_rrl
openfibertargets_nov2020_35a_0.5.2-test,143,903,3,open_fiber,0.5.2-test,5.02,openfibertargets_nov2020_35a,open,open_fiber,manual_mwm_halo_mp_wise
openfibertargets_nov2020_35b_0.5.2-test,144,904,3,open_fiber,0.5.2-test,5.02,openfibertargets_nov2020_35b,open,open_fiber,mwm_halo_openfiber
openfibertargets_nov2020_5_0.5.2-test,145,912,3,open_fiber,0.5.2-test,5.02,openfibertargets_nov2020_5,open,open_fiber,mwm_halo_openfiber
openfibertargets_nov2020_6b_0.5.2-test,146,914,3,open_fiber,0.5.2-test,5.02,openfibertargets_nov2020_6b,open,open_fiber,mwm_halo_openfiber
openfibertargets_nov2020_6c_0.5.2-test,147,915,3,open_fiber,0.5.2-test,5.02,openfibertargets_nov2020_6c,open,open_fiber,mwm_halo_openfiber
openfibertargets_nov2020_10_0.5.3,148,999,3,open_fiber,0.5.3,5.03,openfibertargets_nov2020_10,open,open_fiber,mwm_bin_openfiber
openfibertargets_nov2020_1000_0.5.3,149,1000,3,open_fiber,0.5.3,5.03,openfibertargets_nov2020_1000,open,open_fiber,mwm_cluster_openfiber
openfibertargets_nov2020_1001a_0.5.3,150,1001,3,open_fiber,0.5.3,5.03,openfibertargets_nov2020_1001a,open,open_fiber,mwm_bin_openfiber
openfibertargets_nov2020_1001b_0.5.3,151,1002,3,open_fiber,0.5.3,5.03,openfibertargets_nov2020_1001b,open,open_fiber,mwm_bin_openfiber
openfibertargets_nov2020_11_0.5.3,152,1003,3,open_fiber,0.5.3,5.03,openfibertargets_nov2020_11,open,open_fiber,bhm_openfiber
openfibertargets_nov2020_12_0.5.3,153,1004,3,open_fiber,0.5.3,5.03,openfibertargets_nov2020_12,open,open_fiber,mwm_bin_openfiber
openfibertargets_nov2020_14_0.5.3,154,1005,3,open_fiber,0.5.3,5.03,openfibertargets_nov2020_14,open,open_fiber,mwm_bin_openfiber
openfibertargets_nov2020_15_0.5.3,155,1006,3,open_fiber,0.5.3,5.03,openfibertargets_nov2020_15,open,open_fiber,mwm_cluster_openfiber
openfibertargets_nov2020_17_0.5.3,156,1007,3,open_fiber,0.5.3,5.03,openfibertargets_nov2020_17,open,open_fiber,mwm_yso_pms
openfibertargets_nov2020_18_0.5.3,157,1008,3,open_fiber,0.5.3,5.03,openfibertargets_nov2020_18,open,open_fiber,bhm_openfiber
openfibertargets_nov2020_22_0.5.3,158,1009,3,open_fiber,0.5.3,5.03,openfibertargets_nov2020_22,open,open_fiber,mwm_bin_openfiber
openfibertargets_nov2020_24_0.5.3,159,1010,3,open_fiber,0.5.3,5.03,openfibertargets_nov2020_24,open,open_fiber,mwm_snc_openfiber
openfibertargets_nov2020_25_0.5.3,160,1011,3,open_fiber,0.5.3,5.03,openfibertargets_nov2020_25,open,open_fiber,mwm_halo_local
openfibertargets_nov2020_26_0.5.3,161,1012,3,open_fiber,0.5.3,5.03,openfibertargets_nov2020_26,open,open_fiber,bhm_openfiber
openfibertargets_nov2020_27_0.5.3,162,1013,3,open_fiber,0.5.3,5.03,openfibertargets_nov2020_27,open,open_fiber,bhm_openfiber
openfibertargets_nov2020_28a_0.5.3,163,1014,3,open_fiber,0.5.3,5.03,openfibertargets_nov2020_28a,open,open_fiber,manual_mwm_halo_distant_kgiant
openfibertargets_nov2020_28b_0.5.3,164,1015,3,open_fiber,0.5.3,5.03,openfibertargets_nov2020_28b,open,open_fiber,manual_mwm_halo_distant_bhb
openfibertargets_nov2020_28c_0.5.3,165,1016,3,open_fiber,0.5.3,5.03,openfibertargets_nov2020_28c,open,open_fiber,mwm_halo_distant_rrl
openfibertargets_nov2020_29_0.5.3,166,1017,3,open_fiber,0.5.3,5.03,openfibertargets_nov2020_29,open,open_fiber,mwm_cluster_openfiber
openfibertargets_nov2020_3_0.5.3,167,1018,3,open_fiber,0.5.3,5.03,openfibertargets_nov2020_3,open,open_fiber,mwm_bin_openfiber
openfibertargets_nov2020_30_0.5.3,168,1019,3,open_fiber,0.5.3,5.03,openfibertargets_nov2020_30,open,open_fiber,bhm_openfiber
openfibertargets_nov2020_31_0.5.3,169,1020,3,open_fiber,0.5.3,5.03,openfibertargets_nov2020_31,open,open_fiber,mwm_validation_openfiber
openfibertargets_nov2020_32_0.5.3,170,1021,3,open_fiber,0.5.3,5.03,openfibertargets_nov2020_32,open,open_fiber,mwm_bin_openfiber
openfibertargets_nov2020_33_0.5.3,171,1022,3,open_fiber,0.5.3,5.03,openfibertargets_nov2020_33,open,open_fiber,bhm_openfiber
openfibertargets_nov2020_35a_0.5.3,172,1023,3,open_fiber,0.5.3,5.03,openfibertargets_nov2020_35a,open,open_fiber,manual_mwm_halo_mp_wise
openfibertargets_nov2020_35b_0.5.3,173,1024,3,open_fiber,0.5.3,5.03,openfibertargets_nov2020_35b,open,open_fiber,mwm_halo_openfiber
openfibertargets_nov2020_35c_0.5.3,174,1025,3,open_fiber,0.5.3,5.03,openfibertargets_nov2020_35c,open,open_fiber,mwm_halo_openfiber
openfibertargets_nov2020_46_0.5.3,175,1026,3,open_fiber,0.5.3,5.03,openfibertargets_nov2020_46,open,open_fiber,mwm_bin_openfiber
openfibertargets_nov2020_47a_0.5.3,176,1027,3,open_fiber,0.5.3,5.03,openfibertargets_nov2020_47a,open,open_fiber,mwm_magcloud_rgb
openfibertargets_nov2020_47b_0.5.3,177,1028,3,open_fiber,0.5.3,5.03,openfibertargets_nov2020_47b,open,open_fiber,mwm_magcloud_agb
openfibertargets_nov2020_47c_0.5.3,178,1029,3,open_fiber,0.5.3,5.03,openfibertargets_nov2020_47c,open,open_fiber,mwm_magcloud_massive
openfibertargets_nov2020_47d_0.5.3,179,1030,3,open_fiber,0.5.3,5.03,openfibertargets_nov2020_47d,open,open_fiber,mwm_magcloud_massive
openfibertargets_nov2020_47e_0.5.3,180,1031,3,open_fiber,0.5.3,5.03,openfibertargets_nov2020_47e,open,open_fiber,mwm_magcloud_symbiotic
openfibertargets_nov2020_8_0.5.3,181,1036,3,open_fiber,0.5.3,5.03,openfibertargets_nov2020_8,open,open_fiber,mwm_cluster_openfiber
openfibertargets_nov2020_9_0.5.3,182,1037,3,open_fiber,0.5.3,5.03,openfibertargets_nov2020_9,open,open_fiber,mwm_cluster_openfiber
openfibertargets_nov2020_19a_0.5.3,183,1040,3,open_fiber,0.5.3,5.03,openfibertargets_nov2020_19a,open,open_fiber,mwm_tess_2min
openfibertargets_nov2020_19b_0.5.3,184,1041,3,open_fiber,0.5.3,5.03,openfibertargets_nov2020_19b,open,open_fiber,mwm_tess_2min
openfibertargets_nov2020_19c_0.5.3,185,1042,3,open_fiber,0.5.3,5.03,openfibertargets_nov2020_19c,open,open_fiber,mwm_tess_2min
manual_nsbh_apogee_0.5.3,186,1043,3,mwm_cb,0.5.3,5.03,manual_nsbh_apogee,mwm,nsbh,manual_mwm_nsbh
manual_nsbh_boss_0.5.3,187,1044,3,mwm_cb,0.5.3,5.03,manual_nsbh_boss,mwm,nsbh,manual_mwm_nsbh
manual_bhm_spiders_comm_0.5.3,188,1048,3,commissioning,0.5.3,5.03,manual_bhm_spiders_comm,ops,commissioning,bhm_spiders
bhm_aqmes_bonus_bright_0.5.4,189,1049,3,bhm_filler,0.5.4,5.04,bhm_aqmes_bonus_bright,bhm,filler,bhm_aqmes
bhm_aqmes_bonus_core_0.5.4,190,1050,3,bhm_filler,0.5.4,5.04,bhm_aqmes_bonus_core,bhm,filler,bhm_aqmes
